year, month, day, tmax, tavg, tmin, humid, wind, sunshine, rainfall, snow, cloud
2019, 1, 23, 9.1, 1.5, -4.2, 60.0, 1.8, 8.7, 0.0, 0.0, 0.5
2019, 1, 24, 7.4, -0.8, -6.4, 42.9, 1.4, 9.6, 0.0, 0.0, 0.9
2019, 1, 25, 4.4, -1.2, -6.3, 44.4, 2.2, 9.3, 0.0, 0.0, 2.1
2019, 1, 26, 3.6, -2.6, -6.1, 41.6, 2.5, 9.7, 0.0, 0.0, 0.0
2019, 1, 27, 5.4, -0.9, -8.8, 64.9, 1.5, 7.7, 0.0, 0.0, 4.1
2019, 1, 28, 5.0, 1.7, -3.1, 48.5, 3.0, 8.5, 0.4, 0.0, 2.6
2019, 1, 29, 7.4, -0.7, -6.7, 44.9, 1.2, 9.5, 0.0, 0.0, 2.9
2019, 1, 30, 8.9, 2.0, -4.1, 66.0, 1.1, 8.4, 0.0, 0.0, 6.3
2019, 1, 31, 2.4, -1.1, -5.5, 34.1, 2.4, 3.5, 0.0, 0.0, 7.0
2019, 2, 1, 4.8, -2.2, -8.6, 64.1, 1.6, 6.9, 0.0, 0.0, 2.6
2019, 2, 2, 7.0, 1.5, -5.4, 70.5, 1.4, 1.1, 0.0, 0.0, 7.6
2019, 2, 3, 6.1, 3.7, 1.2, 98.1, 2.3, 0.0, 22.7, 0.0, 8.9
2019, 2, 4, 4.6, -0.3, -3.5, 50.8, 1.8, 8.4, 0.0, 0.0, 2.6
2019, 2, 5, 10.1, 1.3, -5.4, 54.5, 0.9, 7.6, 0.0, 0.0, 3.9
2019, 2, 6, 11.6, 4.8, -2.2, 66.4, 0.9, 2.3, 0.0, 0.0, 8.9
2019, 2, 7, 6.1, -0.9, -7.3, 50.4, 3.4, 8.7, 0.0, 0.0, 5.0
2019, 2, 8, 0.4, -5.1, -9.5, 38.8, 2.0, 7.8, 0.0, 0.0, 6.4
2019, 2, 9, -0.5, -4.2, -7.5, 31.8, 2.8, 9.9, 0.0, 0.0, 4.8
2019, 2, 10, -0.4, -4.3, -8.8, 41.1, 1.5, 0.7, 0.0, 0.0, 7.5
2019, 2, 11, 3.1, -2.5, -7.5, 44.0, 2.0, 9.8, 0.0, 0.0, 0.0
2019, 2, 12, 5.3, -0.1, -5.7, 47.6, 1.6, 8.6, 0.0, 0.0, 5.6
2019, 2, 13, 3.8, -1.4, -4.9, 34.8, 2.2, 9.4, 0.0, 0.0, 2.9
2019, 2, 14, 6.7, -0.2, -5.7, 35.1, 1.3, 9.1, 0.0, 0.0, 7.1
2019, 2, 15, 1.0, -0.6, -2.2, 81.6, 1.5, 0.0, 2.6, 1.5, 9.0
2019, 2, 16, 2.2, -1.7, -4.2, 65.4, 2.2, 9.1, 0.1, 0.1, 3.8
2019, 2, 17, 4.9, -1.9, -8.3, 57.5, 1.6, 10.4, 0.0, 0.0, 0.1
2019, 2, 18, 6.1, 0.3, -6.2, 65.3, 0.9, 4.8, 0.0, 0.0, 7.3
2019, 2, 19, 4.1, 1.1, -1.1, 96.0, 1.3, 0.2, 8.0, 3.9, 8.5
2019, 2, 20, 5.4, 1.5, -1.9, 79.9, 1.8, 0.8, 0.0, 0.0, 6.3
2019, 2, 21, 8.9, 0.9, -4.3, 75.8, 1.1, 9.7, 0.0, 0.0, 0.9
2019, 2, 22, 11.3, 2.3, -3.5, 75.1, 1.1, 8.7, 0.0, 0.0, 6.4
2019, 2, 23, 14.8, 4.9, -2.0, 62.5, 1.1, 8.4, 0.0, 0.0, 3.1
2019, 2, 24, 13.6, 5.0, -2.0, 66.8, 1.3, 10.2, 0.0, 0.0, 2.1
2019, 2, 25, 11.0, 3.8, -1.1, 74.3, 1.6, 6.9, 0.0, 0.0, 4.3
2019, 2, 26, 11.9, 4.2, -3.5, 57.6, 1.4, 9.2, 0.0, 0.0, 3.9
2019, 2, 27, 12.8, 6.7, 2.4, 52.4, 1.4, 5.0, 0.0, 0.0, 8.0
2019, 2, 28, 14.0, 5.0, -1.4, 61.3, 1.4, 8.7, 0.0, 0.0, 3.1
2019, 3, 1, 13.9, 4.8, -1.5, 68.6, 1.6, 9.6, 0.0, 0.0, 0.5
2019, 3, 2, 14.6, 6.1, -1.9, 61.9, 0.9, 6.2, 0.0, 0.0, 6.0
2019, 3, 3, 16.6, 8.1, -1.2, 55.6, 1.0, 8.0, 0.0, 0.0, 5.8
2019, 3, 4, 15.9, 7.7, 3.0, 68.0, 1.4, 8.6, 0.0, 0.0, 3.3
2019, 3, 5, 13.8, 7.3, 1.8, 74.0, 1.3, 2.7, 0.0, 0.0, 9.5
2019, 3, 6, 12.4, 7.2, 3.2, 75.3, 1.5, 1.2, 0.0, 0.0, 6.4
2019, 3, 7, 13.8, 5.7, -0.1, 72.4, 1.8, 10.0, 0.0, 0.0, 1.3
2019, 3, 8, 13.8, 4.8, -1.3, 61.4, 1.6, 11.1, 0.0, 0.0, 0.6
2019, 3, 9, 15.9, 6.5, -2.3, 48.8, 1.0, 9.5, 0.0, 0.0, 6.5
2019, 3, 10, 16.1, 10.1, 4.3, 34.3, 1.4, 1.0, 0.0, 0.0, 7.3
2019, 3, 11, 10.5, 5.4, 1.2, 81.9, 1.6, 1.8, 2.7, 0.0, 6.4
2019, 3, 12, 9.2, 4.3, 0.5, 69.6, 2.7, 1.3, 0.0, 0.0, 5.6
2019, 3, 13, 8.9, 3.9, -0.9, 45.8, 3.5, 10.8, 0.0, 0.0, 0.6
2019, 3, 14, 11.0, 4.7, -3.3, 60.3, 1.8, 6.5, 0.0, 0.0, 4.8
2019, 3, 15, 12.5, 5.5, 1.2, 77.6, 1.9, 3.9, 2.0, 0.0, 7.0
2019, 3, 16, 10.4, 4.6, -0.2, 76.8, 1.9, 4.5, 0.0, 0.0, 5.4
2019, 3, 17, 12.8, 5.4, -0.7, 68.4, 1.6, 9.1, 0.0, 0.0, 1.5
2019, 3, 18, 14.5, 5.9, -1.6, 55.8, 1.3, 8.0, 0.0, 0.0, 6.4
2019, 3, 19, 18.2, 9.0, 0.5, 65.9, 1.2, 9.6, 0.0, 0.0, 1.5
2019, 3, 20, 16.1, 10.1, 4.6, 85.4, 1.6, 0.0, 23.6, 0.0, 9.1
2019, 3, 21, 12.0, 7.3, 2.2, 83.1, 3.2, 4.1, 4.6, 0.0, 6.5
2019, 3, 22, 10.0, 4.4, -0.3, 44.1, 3.0, 11.0, 0.0, 0.0, 1.0
2019, 3, 23, 9.3, 3.1, -2.0, 56.1, 2.3, 8.4, 1.5, 0.0, 2.3
2019, 3, 24, 10.6, 3.8, -2.5, 60.6, 2.0, 11.7, 0.0, 0.0, 0.4
2019, 3, 25, 14.0, 7.0, 0.5, 64.5, 2.0, 7.2, 0.0, 0.0, 4.0
2019, 3, 26, 17.8, 10.4, 3.8, 60.0, 1.3, 9.6, 0.0, 0.0, 2.9
2019, 3, 27, 17.5, 11.6, 5.3, 71.0, 2.8, 4.6, 0.0, 0.0, 7.0
2019, 3, 28, 15.4, 9.2, 5.2, 59.4, 2.1, 9.7, 0.0, 0.0, 5.5
2019, 3, 29, 15.2, 9.5, 5.8, 41.8, 2.2, 10.4, 0.0, 0.0, 4.4
2019, 3, 30, 10.0, 5.4, 3.0, 83.5, 3.2, 1.9, 4.7, 0.0, 8.9
2019, 3, 31, 9.0, 4.7, 2.6, 55.0, 3.7, 4.0, 0.5, 0.0, 5.3
2019, 4, 1, 11.5, 5.1, -1.9, 49.4, 2.3, 12.0, 0.0, 0.0, 1.9
2019, 4, 2, 13.2, 6.2, -1.1, 55.4, 2.3, 12.0, 0.0, 0.0, 0.4
2019, 4, 3, 14.4, 6.7, 0.1, 56.3, 2.0, 11.8, 0.0, 0.0, 0.5
2019, 4, 4, 17.3, 8.9, 0.9, 52.3, 2.4, 11.7, 0.0, 0.0, 0.0
2019, 4, 5, 16.9, 10.1, 4.7, 56.4, 2.6, 9.2, 0.0, 0.0, 3.1
2019, 4, 6, 13.9, 9.7, 2.9, 51.4, 1.3, 1.4, 0.0, 0.0, 8.0
2019, 4, 7, 20.9, 13.0, 5.8, 41.3, 1.6, 8.9, 0.0, 0.0, 4.0
2019, 4, 8, 18.1, 11.4, 4.9, 34.6, 2.4, 10.8, 0.0, 0.0, 3.5
2019, 4, 9, 14.8, 9.5, 4.8, 53.5, 3.9, 0.0, 18.1, 0.0, 9.8
2019, 4, 10, 10.6, 7.4, 4.9, 84.1, 2.1, 0.2, 2.8, 0.0, 8.3
2019, 4, 11, 15.5, 8.3, 2.4, 76.1, 1.5, 4.8, 0.0, 0.0, 5.8
2019, 4, 12, 18.7, 9.9, 2.8, 63.5, 1.7, 11.5, 0.0, 0.0, 2.3
2019, 4, 13, 18.7, 11.0, 3.3, 47.1, 1.4, 10.7, 0.0, 0.0, 5.0
2019, 4, 14, 13.8, 9.2, 5.9, 55.6, 2.0, 4.5, 0.6, 0.0, 5.6
2019, 4, 15, 18.8, 10.2, 1.7, 51.8, 1.6, 12.2, 0.0, 0.0, 0.0
2019, 4, 16, 23.8, 14.2, 3.5, 39.3, 1.2, 10.4, 0.0, 0.0, 5.4
2019, 4, 17, 23.2, 14.5, 7.0, 53.4, 1.7, 12.4, 0.0, 0.0, 2.5
2019, 4, 18, 18.8, 12.7, 8.2, 82.6, 1.8, 2.5, 0.0, 0.0, 7.0
2019, 4, 19, 19.2, 14.1, 9.5, 69.1, 2.1, 5.4, 0.0, 0.0, 5.6
2019, 4, 20, 20.4, 15.0, 9.9, 69.9, 1.9, 6.1, 0.1, 0.0, 8.3
2019, 4, 21, 20.3, 14.3, 11.8, 86.9, 1.5, 4.0, 0.8, 0.0, 8.1
2019, 4, 22, 29.2, 18.1, 8.5, 63.4, 1.3, 11.0, 0.0, 0.0, 2.6
2019, 4, 23, 25.7, 19.1, 13.0, 65.4, 1.3, 3.7, 0.0, 0.0, 9.0
2019, 4, 24, 25.9, 18.2, 14.7, 81.0, 1.5, 6.7, 12.9, 0.0, 5.6
2019, 4, 25, 17.5, 13.9, 8.7, 86.3, 2.4, 0.0, 5.8, 0.0, 9.5
2019, 4, 26, 11.6, 8.7, 7.2, 88.1, 1.6, 0.0, 1.9, 0.0, 8.5
2019, 4, 27, 18.5, 11.4, 3.2, 65.9, 1.6, 9.9, 0.0, 0.0, 4.6
2019, 4, 28, 16.8, 12.1, 8.2, 66.9, 1.2, 1.3, 0.0, 0.0, 8.5
2019, 4, 29, 16.1, 12.0, 7.5, 77.0, 0.9, 2.2, 0.6, 0.0, 6.0
2019, 4, 30, 23.1, 14.7, 7.3, 67.6, 1.6, 9.9, 0.0, 0.0, 4.3
2019, 5, 1, 21.1, 14.3, 9.2, 70.9, 2.0, 11.2, 0.0, 0.0, 1.0
2019, 5, 2, 25.3, 15.0, 7.2, 55.1, 1.8, 12.8, 0.0, 0.0, 0.0
2019, 5, 3, 26.9, 16.3, 7.2, 53.1, 1.4, 12.6, 0.0, 0.0, 0.3
2019, 5, 4, 26.9, 17.2, 9.5, 58.0, 1.3, 9.3, 0.0, 0.0, 5.8
2019, 5, 5, 27.5, 18.1, 10.6, 52.1, 1.6, 11.1, 0.0, 0.0, 5.4
2019, 5, 6, 20.0, 13.5, 8.6, 44.0, 3.2, 13.1, 0.0, 0.0, 0.0
2019, 5, 7, 22.5, 14.1, 6.7, 50.8, 2.0, 13.1, 0.0, 0.0, 0.0
2019, 5, 8, 22.7, 14.7, 7.4, 57.9, 2.1, 11.9, 0.0, 0.0, 5.3
2019, 5, 9, 23.0, 15.7, 10.4, 56.3, 1.9, 12.3, 0.0, 0.0, 4.0
2019, 5, 10, 26.6, 16.2, 7.7, 63.9, 1.5, 12.1, 0.0, 0.0, 3.6
2019, 5, 11, 27.0, 17.7, 10.0, 54.0, 1.3, 12.6, 0.0, 0.0, 2.1
2019, 5, 12, 28.8, 19.3, 10.6, 49.8, 1.4, 11.1, 0.0, 0.0, 3.0
2019, 5, 13, 24.8, 18.0, 13.0, 58.6, 1.4, 1.6, 0.0, 0.0, 7.9
2019, 5, 14, 27.2, 19.2, 12.6, 63.3, 1.4, 11.6, 0.0, 0.0, 2.5
2019, 5, 15, 27.9, 19.9, 13.7, 66.6, 1.4, 8.7, 0.0, 0.0, 4.6
2019, 5, 16, 30.5, 22.3, 15.0, 58.9, 1.4, 11.9, 0.0, 0.0, 3.1
2019, 5, 17, 28.4, 22.5, 15.5, 58.6, 1.1, 3.1, 0.0, 0.0, 8.3
2019, 5, 18, 25.0, 21.4, 18.1, 60.5, 3.7, 2.0, 0.0, 0.0, 9.4
2019, 5, 19, 21.6, 19.3, 17.4, 95.8, 2.4, 0.0, 16.5, 0.0, 10.0
2019, 5, 20, 19.5, 15.7, 10.7, 72.5, 3.6, 9.8, 2.2, 0.0, 4.0
2019, 5, 21, 24.2, 16.7, 9.4, 65.6, 2.6, 13.4, 0.0, 0.0, 0.0
2019, 5, 22, 27.4, 19.4, 10.7, 57.1, 2.3, 12.8, 0.0, 0.0, 0.8
2019, 5, 23, 29.9, 20.7, 12.4, 61.1, 1.4, 13.3, 0.0, 0.0, 0.0
2019, 5, 24, 32.6, 23.1, 14.6, 63.0, 1.6, 12.5, 0.0, 0.0, 1.3
2019, 5, 25, 30.2, 23.0, 16.9, 57.3, 1.5, 8.6, 0.0, 0.0, 7.6
2019, 5, 26, 31.2, 23.8, 16.9, 51.6, 1.6, 11.5, 0.0, 0.0, 6.1
2019, 5, 27, 22.9, 17.4, 14.4, 88.4, 3.2, 0.0, 8.0, 0.0, 8.6
2019, 5, 28, 24.6, 18.0, 11.0, 53.6, 2.4, 10.7, 0.0, 0.0, 2.5
2019, 5, 29, 27.1, 19.0, 11.8, 59.0, 2.2, 13.4, 0.0, 0.0, 0.4
2019, 5, 30, 26.8, 19.3, 12.3, 60.1, 2.3, 6.6, 0.0, 0.0, 7.9
2019, 5, 31, 24.2, 18.9, 14.4, 59.9, 2.4, 12.1, 0.0, 0.0, 2.1
2019, 6, 1, 24.6, 17.9, 12.6, 71.6, 1.5, 7.1, 0.0, 0.0, 5.8
2019, 6, 2, 28.1, 20.5, 12.4, 55.4, 1.4, 13.0, 0.0, 0.0, 1.0
2019, 6, 3, 28.8, 22.3, 14.1, 55.8, 1.6, 12.2, 0.0, 0.0, 0.8
2019, 6, 4, 29.3, 21.8, 16.0, 66.6, 2.1, 12.9, 0.0, 0.0, 2.3
2019, 6, 5, 29.2, 21.6, 17.9, 76.5, 1.7, 8.8, 0.0, 0.0, 6.1
2019, 6, 6, 26.3, 21.2, 16.8, 83.9, 1.7, 0.0, 10.7, 0.0, 9.5
2019, 6, 7, 24.5, 19.9, 17.1, 82.0, 2.7, 3.7, 38.7, 0.0, 7.8
2019, 6, 8, 28.4, 21.7, 15.2, 69.0, 1.5, 10.6, 0.0, 0.0, 5.8
2019, 6, 9, 27.1, 21.7, 17.4, 74.5, 1.9, 5.6, 1.2, 0.0, 8.4
2019, 6, 10, 23.9, 19.5, 16.0, 73.6, 2.7, 4.2, 10.1, 0.0, 8.1
2019, 6, 11, 26.3, 20.5, 15.9, 60.4, 1.9, 11.2, 0.0, 0.0, 3.4
2019, 6, 12, 26.2, 20.6, 14.6, 73.4, 1.7, 12.8, 0.0, 0.0, 0.8
2019, 6, 13, 29.3, 22.5, 15.1, 64.3, 1.6, 12.4, 0.0, 0.0, 3.9
2019, 6, 14, 28.5, 22.4, 17.7, 67.5, 1.5, 5.8, 0.0, 0.0, 6.8
2019, 6, 15, 26.8, 21.6, 17.1, 73.0, 2.3, 12.1, 0.3, 0.0, 2.1
2019, 6, 16, 28.4, 20.9, 15.3, 69.8, 1.5, 10.5, 0.0, 0.0, 4.1
2019, 6, 17, 26.5, 21.0, 17.2, 72.1, 1.9, 11.3, 0.2, 0.0, 4.9
2019, 6, 18, 25.2, 21.1, 17.9, 81.8, 1.7, 1.4, 2.2, 0.0, 9.5
2019, 6, 19, 27.0, 21.9, 18.8, 82.1, 1.5, 4.3, 0.5, 0.0, 7.5
2019, 6, 20, 28.7, 22.6, 19.5, 78.3, 1.9, 5.6, 0.0, 0.0, 7.8
2019, 6, 21, 27.2, 22.5, 18.7, 79.1, 1.9, 5.3, 0.0, 0.0, 6.3
2019, 6, 22, 31.0, 24.2, 18.1, 53.5, 2.0, 11.4, 0.0, 0.0, 2.8
2019, 6, 23, 30.8, 24.2, 17.1, 50.3, 2.2, 12.7, 0.0, 0.0, 3.0
2019, 6, 24, 30.7, 24.2, 19.2, 58.5, 2.0, 13.7, 0.0, 0.0, 1.4
2019, 6, 25, 32.7, 25.0, 17.2, 58.6, 1.5, 13.6, 0.0, 0.0, 1.8
2019, 6, 26, 28.0, 24.3, 19.4, 67.3, 1.9, 0.1, 0.2, 0.0, 9.3
2019, 6, 27, 29.7, 25.0, 21.1, 78.3, 1.6, 1.5, 0.1, 0.0, 8.9
2019, 6, 28, 29.8, 24.0, 21.1, 80.0, 1.5, 3.1, 0.7, 0.0, 9.6
2019, 6, 29, 26.0, 22.9, 20.0, 85.6, 1.4, 1.0, 3.9, 0.0, 7.8
2019, 6, 30, 28.0, 23.5, 19.7, 84.6, 1.8, 1.5, 0.0, 0.0, 7.9
2019, 7, 1, 29.0, 23.2, 19.6, 76.1, 2.0, 9.2, 0.0, 0.0, 5.6
2019, 7, 2, 30.2, 23.9, 19.7, 75.3, 2.1, 10.1, 0.0, 0.0, 3.6
2019, 7, 3, 28.8, 23.9, 19.9, 78.0, 1.5, 3.5, 0.0, 0.0, 5.5
2019, 7, 4, 31.6, 24.1, 18.4, 74.5, 1.7, 9.7, 0.0, 0.0, 3.6
2019, 7, 5, 35.0, 26.8, 19.3, 62.6, 1.5, 11.2, 0.0, 0.0, 4.0
2019, 7, 6, 35.1, 28.6, 20.3, 48.6, 2.4, 13.1, 0.0, 0.0, 1.3
2019, 7, 7, 31.9, 27.0, 23.6, 49.3, 3.4, 7.8, 0.0, 0.0, 6.5
2019, 7, 8, 30.0, 25.2, 21.3, 53.1, 2.9, 9.0, 0.0, 0.0, 5.6
2019, 7, 9, 30.4, 25.3, 20.6, 54.4, 2.8, 9.1, 0.0, 0.0, 4.1
2019, 7, 10, 26.5, 22.5, 19.2, 72.1, 3.0, 1.6, 12.1, 0.0, 9.3
2019, 7, 11, 26.8, 22.1, 19.6, 86.5, 2.0, 0.3, 0.1, 0.0, 9.4
2019, 7, 12, 28.3, 23.8, 19.7, 77.3, 2.0, 8.7, 0.0, 0.0, 5.1
2019, 7, 13, 28.1, 23.6, 20.9, 84.9, 1.6, 4.3, 2.3, 0.0, 5.8
2019, 7, 14, 31.2, 25.0, 20.6, 79.0, 1.7, 9.6, 0.0, 0.0, 4.1
2019, 7, 15, 27.2, 23.9, 21.4, 88.1, 1.2, 0.4, 1.5, 0.0, 9.1
2019, 7, 16, 29.5, 25.1, 21.5, 81.5, 1.6, 3.0, 0.0, 0.0, 6.6
2019, 7, 17, 30.6, 26.1, 22.0, 78.3, 1.1, 0.9, 0.0, 0.0, 9.1
2019, 7, 18, 32.3, 27.0, 23.2, 71.8, 1.4, 6.9, 0.0, 0.0, 5.6
2019, 7, 19, 33.8, 28.3, 22.1, 72.6, 2.3, 8.0, 0.1, 0.0, 6.5
2019, 7, 20, 32.2, 28.4, 25.6, 71.5, 4.8, 0.7, 0.7, 0.0, 9.4
2019, 7, 21, 28.0, 25.1, 23.7, 94.1, 2.1, 0.3, 13.6, 0.0, 9.1
2019, 7, 22, 31.7, 27.0, 24.3, 80.8, 1.5, 0.0, 0.0, 0.0, 7.5
2019, 7, 23, 33.8, 28.3, 24.6, 76.9, 1.3, 0.0, 0.0, 0.0, 8.1
2019, 7, 24, 27.7, 26.5, 24.7, 88.5, 1.4, 0.0, 1.1, 0.0, 9.8
2019, 7, 25, 27.3, 26.2, 25.5, 94.9, 1.3, 0.1, 14.0, 0.0, 10.0
2019, 7, 26, 28.5, 25.8, 24.7, 94.3, 1.8, 0.4, 108.0, 0.0, 9.9
2019, 7, 27, 33.2, 28.3, 24.5, 83.9, 1.5, 6.3, 1.0, 0.0, 8.0
2019, 7, 28, 28.0, 26.4, 24.8, 89.9, 2.0, 0.0, 25.6, 0.0, 9.5
2019, 7, 29, 31.2, 28.0, 25.6, 80.3, 2.5, 3.3, 0.0, 0.0, 7.3
2019, 7, 30, 31.5, 28.7, 26.6, 79.4, 3.5, 2.1, 0.0, 0.0, 8.6
2019, 7, 31, 28.8, 26.9, 23.8, 89.4, 2.5, 0.1, 10.8, 0.0, 9.4
2019, 8, 1, 31.9, 27.7, 25.1, 85.8, 1.9, 6.0, 3.8, 0.0, 7.1
2019, 8, 2, 33.9, 28.4, 24.5, 78.3, 1.3, 10.8, 0.0, 0.0, 3.9
2019, 8, 3, 35.5, 29.1, 24.6, 74.6, 1.2, 10.6, 0.0, 0.0, 5.3
2019, 8, 4, 34.0, 28.8, 24.7, 74.3, 1.4, 9.9, 0.0, 0.0, 4.3
2019, 8, 5, 36.2, 30.4, 24.9, 69.6, 1.0, 9.1, 0.0, 0.0, 2.6
2019, 8, 6, 36.5, 31.7, 27.9, 57.1, 2.0, 9.2, 0.0, 0.0, 6.5
2019, 8, 7, 32.7, 27.5, 24.0, 78.3, 1.6, 5.7, 4.7, 0.0, 6.0
2019, 8, 8, 33.2, 28.4, 24.9, 74.9, 1.3, 6.1, 0.0, 0.0, 6.8
2019, 8, 9, 34.1, 29.0, 25.1, 70.9, 1.6, 11.9, 0.0, 0.0, 3.1
2019, 8, 10, 36.3, 30.9, 25.6, 60.3, 2.5, 10.8, 0.0, 0.0, 4.9
2019, 8, 11, 35.3, 30.0, 25.5, 49.6, 4.9, 8.6, 4.8, 0.0, 6.5
2019, 8, 12, 29.0, 26.8, 24.7, 78.1, 2.0, 0.4, 46.7, 0.0, 9.0
2019, 8, 13, 34.7, 29.1, 25.0, 68.9, 1.5, 8.6, 0.4, 0.0, 5.5
2019, 8, 14, 35.2, 30.1, 25.5, 61.8, 1.7, 9.8, 0.0, 0.0, 4.0
2019, 8, 15, 29.8, 25.6, 23.8, 73.0, 1.7, 0.2, 29.1, 0.0, 8.8
2019, 8, 16, 29.5, 25.7, 23.4, 75.5, 2.2, 6.1, 1.0, 0.0, 6.1
2019, 8, 17, 27.6, 24.8, 21.3, 79.3, 1.9, 5.0, 6.6, 0.0, 5.4
2019, 8, 18, 29.7, 24.4, 20.8, 68.9, 1.6, 10.7, 0.0, 0.0, 3.5
2019, 8, 19, 31.1, 25.5, 20.0, 65.5, 1.1, 11.2, 0.0, 0.0, 4.1
2019, 8, 20, 31.9, 27.4, 22.6, 50.1, 1.8, 10.7, 0.0, 0.0, 2.4
2019, 8, 21, 31.3, 27.2, 24.1, 53.9, 1.7, 5.1, 0.0, 0.0, 8.4
2019, 8, 22, 30.5, 26.3, 23.8, 67.0, 1.8, 8.0, 0.0, 0.0, 6.6
2019, 8, 23, 29.6, 25.5, 22.9, 71.3, 2.2, 10.6, 0.0, 0.0, 4.3
2019, 8, 24, 27.2, 23.1, 20.2, 80.9, 1.3, 2.0, 0.0, 0.0, 6.0
2019, 8, 25, 28.8, 23.9, 19.7, 78.5, 1.7, 9.2, 0.0, 0.0, 2.5
2019, 8, 26, 31.0, 25.6, 20.1, 74.4, 1.1, 2.1, 0.0, 0.0, 5.6
2019, 8, 27, 28.8, 24.7, 21.5, 84.6, 1.3, 3.9, 5.5, 0.0, 8.3
2019, 8, 28, 29.4, 25.4, 22.7, 82.9, 1.7, 8.3, 0.0, 0.0, 5.3
2019, 8, 29, 27.1, 23.1, 20.0, 87.0, 2.1, 4.8, 15.3, 0.0, 5.6
2019, 8, 30, 26.8, 22.6, 18.6, 78.5, 2.5, 10.4, 0.0, 0.0, 3.5
2019, 8, 31, 27.7, 22.6, 17.4, 80.0, 1.7, 11.1, 0.0, 0.0, 3.3
2019, 9, 1, 28.2, 23.2, 18.5, 78.6, 1.1, 7.0, 0.0, 0.0, 6.0
2019, 9, 2, 29.2, 24.3, 19.2, 74.8, 1.2, 6.2, 0.0, 0.0, 7.4
2019, 9, 3, 26.2, 23.8, 21.5, 82.0, 1.9, 0.2, 0.0, 0.0, 9.0
2019, 9, 4, 27.4, 23.3, 21.9, 93.6, 2.2, 1.0, 20.5, 0.0, 9.5
2019, 9, 5, 27.6, 23.5, 22.1, 96.6, 1.4, 1.0, 80.6, 0.0, 9.4
2019, 9, 6, 29.1, 26.0, 22.1, 88.3, 1.7, 0.4, 0.9, 0.0, 10.0
2019, 9, 7, 30.4, 26.4, 23.4, 79.8, 6.7, 0.3, 0.4, 0.0, 10.0
2019, 9, 8, 27.7, 24.5, 22.6, 89.9, 1.5, 0.9, 0.0, 0.0, 9.6
2019, 9, 9, 27.0, 24.4, 22.4, 91.4, 1.1, 0.0, 2.6, 0.0, 9.6
2019, 9, 10, 29.1, 24.9, 22.7, 94.3, 1.6, 1.9, 50.3, 0.0, 9.9
2019, 9, 11, 27.4, 24.2, 21.5, 84.6, 2.2, 0.6, 7.1, 0.0, 8.3
2019, 9, 12, 23.4, 20.7, 17.7, 83.9, 2.9, 0.0, 28.3, 0.0, 9.6
2019, 9, 13, 28.7, 22.6, 17.4, 76.0, 1.4, 10.9, 0.1, 0.0, 3.3
2019, 9, 14, 24.1, 22.4, 20.7, 89.5, 1.4, 0.6, 1.3, 0.0, 8.8
