year, month, day, tmax, tavg, tmin, humid, wind, sunshine, rainfall, snow, cloud
2012, 1, 1, 3.1, -0.1, -4.2, 73.5, 2.1, 0.0, 0.5, 0.0, 7.5
2012, 1, 2, 1.9, -2.4, -6.8, 69.3, 1.2, 4.4, 0.0, 0.0, 6.1
2012, 1, 3, 4.0, -1.4, -4.7, 77.6, 1.9, 1.9, 0.6, 0.7, 8.6
2012, 1, 4, -1.3, -3.3, -5.0, 67.9, 2.7, 5.6, 2.2, 4.5, 6.9
2012, 1, 5, 2.5, -3.5, -7.2, 63.9, 1.8, 7.1, 0.0, 0.0, 2.4
2012, 1, 6, 3.3, -2.3, -7.7, 70.3, 1.3, 5.4, 0.0, 0.0, 3.5
2012, 1, 7, 2.5, -3.9, -9.3, 63.6, 1.1, 8.0, 0.0, 0.0, 0.0
2012, 1, 8, 3.5, -2.7, -8.5, 66.1, 1.1, 5.7, 0.0, 0.0, 2.5
2012, 1, 9, 4.1, 0.1, -4.8, 71.4, 1.0, 0.2, 0.0, 0.0, 7.5
2012, 1, 10, 4.0, 1.1, -1.3, 59.1, 2.0, 6.1, 0.0, 0.0, 6.9
2012, 1, 11, 0.3, -2.1, -7.3, 46.8, 2.8, 6.9, 0.0, 0.0, 2.9
2012, 1, 12, 2.2, -2.8, -8.3, 59.5, 1.3, 2.8, 0.0, 0.0, 7.0
2012, 1, 13, 6.1, 1.0, -3.5, 62.1, 1.5, 3.6, 0.0, 0.0, 5.9
2012, 1, 14, 3.9, -1.7, -6.8, 57.9, 1.2, 7.9, 0.0, 0.0, 3.1
2012, 1, 15, 3.1, -1.0, -4.0, 53.6, 1.0, 0.7, 0.0, 0.0, 7.1
2012, 1, 16, 9.1, 1.3, -3.6, 52.0, 0.9, 6.3, 0.0, 0.0, 3.6
2012, 1, 17, 9.3, 2.6, -1.1, 74.6, 1.0, 0.4, 0.0, 0.0, 5.1
2012, 1, 18, 8.2, 2.3, -3.0, 63.1, 1.0, 3.8, 0.0, 0.0, 5.4
2012, 1, 19, 6.6, 3.8, 1.4, 91.0, 0.7, 0.0, 3.0, 0.0, 9.4
2012, 1, 20, 10.5, 6.1, 2.2, 80.0, 0.9, 1.2, 0.5, 0.0, 9.3
2012, 1, 21, 5.4, 3.9, 2.2, 92.0, 1.5, 0.0, 7.0, 0.0, 10.0
2012, 1, 22, 2.2, -2.6, -6.4, 53.1, 3.6, 7.3, 0.0, 0.0, 4.9
2012, 1, 23, -2.1, -5.7, -8.5, 45.6, 3.3, 7.9, 0.0, 0.0, 2.9
2012, 1, 24, -0.8, -5.1, -9.5, 50.0, 1.6, 3.6, 0.0, 0.0, 5.6
2012, 1, 25, -1.3, -5.4, -9.2, 67.6, 2.0, 7.3, 3.0, 5.6, 3.4
2012, 1, 26, 4.0, -2.3, -10.1, 64.6, 1.5, 6.2, 0.2, 0.8, 5.3
2012, 1, 27, 6.7, 2.0, -0.5, 75.0, 1.3, 2.8, 0.0, 0.0, 6.6
2012, 1, 28, 6.8, 1.2, -1.9, 45.6, 1.5, 7.9, 0.0, 0.0, 5.3
2012, 1, 29, 4.3, -0.7, -5.4, 37.8, 2.1, 6.8, 0.0, 0.0, 1.6
2012, 1, 30, 2.4, -2.0, -5.4, 26.6, 2.5, 8.7, 0.0, 0.0, 0.0
2012, 1, 31, 4.3, -1.6, -8.6, 67.0, 2.6, 0.5, 3.0, 0.8, 7.1
2012, 2, 1, -0.1, -5.5, -8.8, 54.6, 0.0, 7.8, 0.1, 0.1, 2.6
2012, 2, 2, -5.0, -8.8, -11.6, 53.8, 2.8, 8.6, 0.0, 0.0, 1.9
2012, 2, 3, -0.2, -5.3, -10.3, 56.1, 1.5, 8.7, 0.0, 0.0, 4.0
2012, 2, 4, 5.0, -0.4, -6.3, 56.4, 1.6, 6.1, 0.1, 0.3, 5.1
2012, 2, 5, 6.8, 0.4, -4.4, 54.6, 0.8, 3.9, 0.0, 0.0, 6.0
2012, 2, 6, 6.1, 2.4, -2.5, 66.3, 0.8, 0.0, 0.0, 0.0, 9.1
2012, 2, 7, 2.8, -3.6, -8.1, 43.6, 4.1, 8.2, 0.0, 0.0, 4.5
2012, 2, 8, -1.7, -5.8, -9.8, 60.5, 2.1, 5.2, 0.3, 0.5, 3.5
2012, 2, 9, 1.5, -2.8, -8.7, 62.0, 1.5, 7.1, 1.4, 4.8, 4.4
2012, 2, 10, 3.8, -1.0, -5.8, 61.1, 1.7, 6.9, 0.0, 0.0, 4.6
2012, 2, 11, 2.6, -3.0, -7.0, 47.0, 1.8, 9.3, 0.0, 0.0, 0.0
2012, 2, 12, 7.4, 0.1, -7.6, 50.8, 1.3, 7.6, 0.0, 0.0, 5.0
2012, 2, 13, 7.3, 4.0, 1.4, 46.3, 0.7, 0.0, 0.0, 0.0, 9.4
2012, 2, 14, 10.3, 4.3, 1.3, 57.5, 1.4, 3.7, 0.1, 0.0, 7.6
2012, 2, 15, 6.6, 1.8, -0.6, 46.8, 1.9, 5.7, 0.0, 0.0, 7.0
2012, 2, 16, 5.1, 0.4, -3.1, 37.6, 3.0, 9.0, 0.0, 0.0, 3.8
2012, 2, 17, 0.7, -2.9, -4.9, 47.3, 3.7, 6.5, 0.2, 0.5, 5.1
2012, 2, 18, 0.0, -4.1, -7.5, 43.0, 2.5, 7.5, 0.0, 0.0, 5.0
2012, 2, 19, 2.6, -2.9, -7.7, 52.5, 1.8, 8.9, 0.0, 0.0, 1.6
2012, 2, 20, 6.7, -1.2, -9.0, 43.8, 1.2, 7.9, 0.0, 0.0, 1.1
2012, 2, 21, 6.3, 0.6, -5.4, 53.9, 1.2, 0.1, 0.0, 0.0, 5.3
2012, 2, 22, 13.9, 5.7, -1.8, 62.8, 1.3, 6.2, 0.0, 0.0, 6.9
2012, 2, 23, 9.3, 5.8, 1.6, 68.1, 2.1, 2.9, 0.0, 0.0, 7.9
2012, 2, 24, 13.2, 5.6, -0.8, 67.6, 1.7, 4.3, 1.0, 0.0, 7.4
2012, 2, 25, 3.9, 1.8, -0.7, 74.1, 2.5, 0.0, 2.0, 0.0, 9.1
2012, 2, 26, 3.5, -0.6, -2.9, 50.4, 2.2, 3.3, 0.0, 0.0, 5.1
2012, 2, 27, 7.3, -0.1, -6.7, 41.0, 1.5, 9.7, 0.0, 0.0, 1.4
2012, 2, 28, 8.2, 2.8, -3.3, 47.9, 1.0, 0.0, 0.0, 0.0, 7.4
2012, 2, 29, 13.7, 4.8, -2.6, 57.8, 1.5, 9.2, 0.0, 0.0, 2.0
2012, 3, 1, 15.4, 8.0, 1.0, 45.6, 1.3, 7.3, 0.0, 0.0, 5.1
2012, 3, 2, 7.3, 5.6, 4.9, 67.3, 1.0, 0.0, 1.0, 0.0, 9.9
2012, 3, 3, 13.8, 8.5, 3.4, 62.4, 1.3, 3.3, 0.0, 0.0, 6.9
